Player,OP_BABIP_zips,OP_ERA-_zips
Carl Edwards Jr.,0.279,86
Tony Barnette,0.3,76
Justin Steele,0.299,110
Brandon Morrow,0.294,79
Christian Bergman,0.296,119
Brandon Kintzler,0.294,91
Kyle Ryan,0.291,102
Tyler Chatwood,0.282,119
Mike Zagurski,0.302,88
Zach Hedges,0.302,118
Adbert Alzolay,0.3,119
Rob Zastryzny,0.3,114
Dakota Mekkes,0.295,99
Jen-Ho Tseng,0.304,125
Duane Underwood,0.297,124
Casey Coleman,0.298,115
Dillon Maples,0.315,100
Matt Swarmer,0.299,125
Jorge de la Rosa,0.292,100
Trevor Clifton,0.301,125
Wyatt Short,0.3,102
Colin Rea,0.293,125
Rob Scahill,0.297,103
George Kontos,0.282,104
Danny Hultzen,0.283,120
James Norwood,0.299,105
Jerry Vasto,0.302,105
Rowan Wick,0.298,107
Brian Duensing,0.292,107
Justin Hancock,0.293,107
Randy Rosario,0.301,108
Oscar De La Cruz,0.3,130
Cory Mazzoni,0.302,110
Craig Brooks,0.299,110
Allen Webster,0.303,130
Carlos Ramirez,0.293,115
Conor Lillis-White,0.295,111
Shae Simmons,0.29,126
Junichi Tazawa,0.299,118
Corey Black,0.304,134
Thomas Hatch,0.303,135
Keegan Thompson,0.3,136
Alberto Baldonado,0.299,127
Ian Clarkin,0.298,144
Luis Castillo,0.285,92
Alex Wood,0.301,91
Sonny Gray,0.288,95
Tanner Roark,0.289,109
Raisel Iglesias,0.286,76
Anthony DeSclafani,0.296,109
Tyler Mahle,0.302,111
Jared Hughes,0.286,84
Cody Reed,0.305,112
Michael Lorenzen,0.29,93
David Hernandez,0.297,84
Tony Santillan,0.301,117
Matthew Bowman,0.298,90
Anthony Bass,0.307,105
Amir Garrett,0.292,98
Matt Wisler,0.298,118
Ian Krol,0.299,97
Sal Romano,0.302,120
Jimmy Herget,0.304,99
Vladimir Gutierrez,0.303,121
Buddy Boshers,0.298,97
Kevin Shackelford,0.312,96
Alex Powers,0.299,100
Jackson Stephens,0.302,119
Odrisamer Despaigne,0.303,119
Felix Jorge,0.298,124
Robert Stephenson,0.302,123
Jose R. Lopez,0.301,124
Wandy Peralta,0.299,110
Lucas Sims,0.298,124
Joel Bender,0.296,113
Brandon Finnegan,0.292,126
Justin Nicolino,0.305,128
Keury Mella,0.305,131
Alejandro Chacin,0.303,125
Rob Wooten,0.301,141
Jesus Reyes,0.299,133
Rookie Davis,0.307,137
Daniel Wright,0.3,144
Wyatt Strahan,0.301,148
Victor Payano,0.298,159
Johendi Jiminian,0.302,163
Seth Varner,0.301,153
Freddy Peralta,0.286,91
Zach Davies,0.297,97
Corbin Burnes,0.293,92
Jhoulys Chacin,0.284,102
Gio Gonzalez,0.293,103
Josh Hader,0.281,67
Jimmy Nelson,0.299,101
Brandon Woodruff,0.298,99
Chase Anderson,0.278,105
Brent Suter,0.296,96
Corey Knebel,0.296,68
Trey Supak,0.301,105
Alex Claudio,0.292,76
Junior Guerra,0.284,105
Jeremy Jeffress,0.291,73
Aaron Wilkerson,0.297,106
Jake Thompson,0.29,113
Jacob Barnes,0.298,86
Xavier Cedeno,0.294,81
Dan Jennings,0.296,86
Josh Tomlin,0.286,114
Michael Brady,0.299,107
Deolis Guerra,0.3,96
Zack Brown,0.298,120
Bobby Wahl,0.302,94
Thomas Jankins,0.303,122
Jake Petricka,0.305,96
Bubba Derby,0.303,120
Angel Perdomo,0.296,120
Tristan Archer,0.3,103
Jon Olczak,0.303,99
Matt Albers,0.293,99
Adrian Houser,0.304,123
Quintin Torres-Costa,0.297,101
Taylor Williams,0.316,102
Boone Logan,0.298,101
Erik Davis,0.301,107
Erik Kratz,0.25,159
Miguel Sanchez,0.297,108
Conor Harber,0.299,126
Hernan Perez,0.308,173
Brad Kuntz,0.299,116
Paolo Espino,0.293,129
Cody Ponce,0.302,128
Cam Roegner,0.299,135
Braden Webb,0.303,136
Burch Smith,0.303,135
Marcos Diplan,0.306,137
Nate Griep,0.299,125
Jameson Taillon,0.293,89
Chris Archer,0.314,91
Trevor Williams,0.288,102
Joe Musgrove,0.302,99
Felipe Vazquez,0.301,73
Keone Kela,0.291,69
Richard Rodriguez,0.303,86
Chad Kuhl,0.308,110
Mitch Keller,0.297,115
Dario Agrazal,0.303,112
Kyle Crick,0.292,94
Steven Brault,0.303,114
Blake Weiman,0.303,96
Clay Holmes,0.302,118
Michael Feliz,0.314,103
Roberto Gomez,0.305,116
Tyler Lyons,0.301,106
Jordan Lyles,0.303,119
Aaron Slegers,0.297,124
Nick Kingham,0.299,124
Brandon Waddell,0.304,124
Geoff Hartlieb,0.3,110
James Marvel,0.303,126
Johnny Hellweg,0.3,105
J.T. Brubaker,0.306,126
Nick Burdi,0.3,107
Edgar Santana,0.301,114
Damien Magnifico,0.299,121
Cam Vieaux,0.305,130
Bo Schultz,0.287,122
Brandon Maurer,0.305,120
Scooter Hightower,0.302,120
Eduardo Vera,0.302,130
Dovydas Neverauskas,0.303,124
Alex McRae,0.311,133
Vicente Campos,0.301,139
Luis Escobar,0.301,142
Matt Eckelman,0.302,150
Elvis Escobar,0.306,149
Jesus Liranzo,0.301,169
Carlos Martinez,0.295,88
Miles Mikolas,0.296,90
Jack Flaherty,0.29,90
Daniel Ponce de Leon,0.293,104
Dakota Hudson,0.292,108
Andrew Miller,0.297,67
Michael Wacha,0.299,107
Giovanny Gallegos,0.301,73
Mike Hauschild,0.299,110
Williams Perez,0.299,109
Austin Gomber,0.301,112
Adam Wainwright,0.31,107
Alex Reyes,0.299,102
Jordan Hicks,0.291,95
John Brebbia,0.293,86
Harold Arauz,0.3,115
John Gant,0.295,116
Luke Gregerson,0.292,86
Tyler Webb,0.296,97
Bud Norris,0.3,96
Ryan Meisinger,0.294,100
Tommy Layne,0.295,84
Anthony Shew,0.304,121
Genesis Cabrera,0.303,121
Ryan Helsley,0.296,119
Chasen Shreve,0.291,101
Connor Jones,0.303,120
Derian Gonzalez,0.299,114
Seth Elledge,0.298,103
Austin Warner,0.299,123
Mike Mayers,0.304,107
Dominic Leone,0.303,108
Evan Kruczynski,0.303,125
Brett Cecil,0.306,108
Andrew Morales,0.299,110
Edward Mujica,0.298,110
Hunter Cervenka,0.294,115
Chris Beck,0.291,121
Roel Ramirez,0.302,123
Will Latcham,0.298,124
Landon Beck,0.298,123
Junior Fernandez,0.295,135
Jake Woodford,0.302,133
Casey Meisner,0.299,145
Zack Greinke,0.281,84
Robbie Ray,0.302,88
Zack Godley,0.306,94
Merrill Kelly,0.305,101
Clay Buchholz,0.293,93
Luke Weaver,0.31,103
Taijuan Walker,0.294,101
Jon Duplantier,0.302,95
Taylor Widener,0.298,104
Archie Bradley,0.297,84
Jake Buchanan,0.317,109
Joel Payamps,0.304,108
Matt Andriese,0.305,102
Andrew Chafin,0.291,78
Silvino Bracho,0.299,82
Taylor Clarke,0.304,114
Jimmie Sherfy,0.298,83
Yoan Lopez,0.305,87
Jake Diekman,0.295,82
Brad Ziegler,0.298,88
Yoshihisa Hirano,0.294,90
Kevin Ginkel,0.306,91
Shelby Miller,0.31,112
Riley Smith,0.306,118
T.J. McFarland,0.298,94
Justin Donatella,0.302,118
Emilio Vargas,0.308,119
Nick Green,0.307,120
Matt Koch,0.302,119
Jake Barrett,0.301,99
Barry Enright,0.314,117
Stefan Crichton,0.303,102
Randall Delgado,0.296,102
Joey Krehbiel,0.303,103
Brad Boxberger,0.3,106
Bradin Hagens,0.299,118
Bud Jeter,0.304,108
Michael Blazek,0.311,116
Alex Young,0.305,128
Cody Decker,0.286,184
Bo Takahashi,0.302,130
Kris Medlen,0.304,133
Neftali Feliz,0.291,128
Braden Shipley,0.302,130
Jared Miller,0.305,126
Troy Scribner,0.3,138
Ryan Atkinson,0.306,138
German Marquez,0.307,77
Jon Gray,0.314,92
Kyle Freeland,0.301,95
Antonio Senzatela,0.299,93
Tyler Anderson,0.296,103
Chi Chi Gonzalez,0.301,101
Jeff Hoffman,0.309,105
Rico Garcia,0.315,111
Peter Lambert,0.31,112
Scott Oberg,0.301,78
Wade Davis,0.282,77
Chad Bettis,0.301,112
Seung-hwan Oh,0.292,81
D.J. Johnson,0.307,84
Sam Howard,0.311,120
Chris Rusin,0.299,95
Heath Holder,0.31,101
Bryan Shaw,0.305,96
Yency Almonte,0.31,118
Sean Nolin,0.304,115
Jake McGee,0.3,96
Carlos Estevez,0.301,96
Santiago Casilla,0.292,97
Alec Asher,0.304,123
Matt Pierpont,0.31,103
Reid Humphreys,0.298,102
Mitch Horacek,0.308,106
Austin House,0.306,110
Mike Dunn,0.298,113
Brett Oberholtzer,0.316,130
Scott McGough,0.309,115
Logan Cozart,0.308,115
Rayan Gonzalez,0.304,128
Jairo Diaz,0.304,123
Ryan Castellani,0.311,132
Harrison Musgrave,0.3,131
Evan Grills,0.313,134
Shane Broyles,0.309,119
Ben Bowden,0.306,121
Jesus Tinoco,0.313,134
David Holmberg,0.306,134
Keith Hessler,0.309,123
Mason Melotakis,0.306,138
Jordan Foley,0.311,132
David Holman,0.308,146
Zach Jemiola,0.309,153
Clayton Kershaw,0.278,72
Walker Buehler,0.288,82
Kenta Maeda,0.295,87
Rich Hill,0.276,92
Caleb Ferguson,0.301,88
Ross Stripling,0.301,97
Kenley Jansen,0.277,73
Hyun Jin Ryu,0.299,96
Dustin May,0.299,110
Scott Alexander,0.293,87
Ryan Madson,0.291,79
Joe Kelly,0.292,86
Dennis Santana,0.3,105
Yadier Alvarez,0.299,106
Daniel Corcino,0.298,113
Pedro Baez,0.289,92
Josh Sborz,0.297,92
Joe Broussard,0.299,95
Zach McAllister,0.303,91
Josh Fields,0.293,90
Mitchell White,0.299,116
Brock Stewart,0.297,117
Tony Cingrani,0.29,91
JT Chargois,0.296,95
Tony Gonsolin,0.298,121
John Axford,0.299,98
Dylan Floro,0.297,103
Julio Urias,0.292,105
Shea Spitzbarth,0.296,105
Kevin Quackenbush,0.293,104
Daniel Hudson,0.298,104
Logan Bawcom,0.295,122
Logan Salow,0.3,107
Nolan Long,0.299,109
C.C. Lee,0.293,107
Adam McCreery,0.301,110
Logan Ondrusek,0.294,110
Yimi Garcia,0.299,110
Adam Liberatore,0.289,113
Zach Neal,0.288,127
Erik Goeddel,0.294,116
Marshall Kasowski,0.302,117
Ben Holmes,0.298,129
Jaime Schultz,0.293,129
Tyler Pill,0.296,133
Parker Curry,0.304,130
Andre Scrubb,0.299,125
Dylan Baker,0.294,136
Justin de Fratus,0.298,141
Joey Lucchesi,0.305,99
Jesse Scholtens,0.303,109
Matt Strahm,0.299,89
Garrett Richards,0.291,102
Dinelson Lamet,0.305,106
Logan Allen,0.297,111
Jacob Nix,0.306,107
Chris Paddack,0.3,103
Eric Lauer,0.307,112
Brett Kennedy,0.301,113
Robbie Erlin,0.297,105
Kirby Yates,0.301,82
Craig Stammen,0.294,90
Luis Perdomo,0.319,118
Jose Castillo,0.297,90
Pedro Avila,0.303,121
Dietrich Enns,0.299,121
Phil Maton,0.302,96
Cal Quantrill,0.306,124
Bryan Mitchell,0.304,119
Kazuhisa Makita,0.295,96
Michel Baez,0.305,124
Brad Wieck,0.297,99
Emmanuel Ramirez,0.308,122
Dillon Overton,0.304,123
Elliot Ashbeck,0.3,105
Eric Stout,0.302,108
Carlos Torres,0.298,103
Jonathan Aro,0.297,104
Fernando Rodriguez Jr.,0.293,116
Ryan Bollinger,0.303,128
Phil Hughes,0.305,128
Robert Stock,0.306,111
Trevor Megill,0.302,119
Carter Capps,0.297,119
Trey Wingenter,0.295,114
Kyle McGrath,0.293,118
Travis Radke,0.303,125
Andres Munoz,0.302,143
Jerry Keel,0.302,133
Erik Johnson,0.302,134
Seth Simmons,0.305,138
Gerardo Reyes,0.301,127
Todd Van Steensel,0.298,133
Miguel Diaz,0.297,137
Tyler Higgins,0.303,135
Colby Blueberg,0.298,133
Madison Bumgarner,0.285,98
Johnny Cueto,0.29,100
Dereck Rodriguez,0.297,103
Drew Pomeranz,0.294,109
Derek Holland,0.296,112
Jeff Samardzija,0.295,113
Will Smith,0.3,75
Tony Watson,0.289,80
Andrew Suarez,0.306,117
Conner Menez,0.302,115
Carlos Navas,0.299,97
Reyes Moronta,0.29,86
Mark Melancon,0.294,82
Ty Blach,0.299,115
Chris Stratton,0.305,120
Keyvius Sampson,0.273,119
Derek Law,0.301,93
Sam Dyson,0.293,97
Shaun Anderson,0.302,123
Logan Webb,0.3,122
Chase Johnson,0.302,120
Dillon McNamara,0.303,103
Ray Black,0.301,100
Tyler Rogers,0.299,102
Sam Coonrod,0.302,124
Pat Venditte,0.29,109
Jake Barrett,0.299,102
Sam Moll,0.306,102
Travis Bergen,0.291,101
Steven Okert,0.295,104
Tyler Herb,0.305,127
Manny Parra,0.303,105
Jamie Callahan,0.303,111
Sam Wolff,0.304,107
Pierce Johnson,0.301,115
Enderson Franco,0.311,128
Jordan Schafer,0.301,116
Brandon Beachy,0.293,147
Pat Ruotolo,0.305,120
Josh Osich,0.301,119
Casey Kelly,0.307,132
Joan Gregorio,0.301,136
Melvin Adon,0.309,137
Carlos Diaz,0.299,122
Kieran Lovegrove,0.301,121
Garrett Williams,0.304,134
Jose Valdez,0.299,129
Taylor Hill,0.303,139
Tyler Beede,0.31,141
Jordan Johnson,0.3,143
Ryan Halstead,0.3,143
Michael Connolly,0.305,148
