Player,OP_BABIP_zips,OP_ERA-_zips
Oscar de la Cruz,0.3,120
Justin Hancock,0.296,108
Tom Hatch,0.308,123
Scott Carroll,0.295,128
David Rollins,0.299,129
Alberto Baldonado,0.299,121
Ross Detwiler,0.303,129
Matt Swarmer,0.303,131
David Garner,0.305,138
Jake Stinnett,0.301,139
Luke Farrell,0.299,140
Luis Castillo,0.287,87
Sal Romano,0.302,101
Tyler Mahle,0.3,102
Raisel Iglesias,0.293,74
Anthony DeSclafani,0.297,104
Brandon Finnegan,0.271,106
Jose R. Lopez,0.299,110
Jackson Stephens,0.296,114
Jimmy Herget,0.302,94
Scott Feldman,0.291,115
Rafael De Paula,0.297,94
Kevin Shackelford,0.31,96
Austin Brice,0.292,95
Joe Mantiply,0.299,105
Michael Lorenzen,0.295,101
Wandy Peralta,0.291,100
Zack Weiss,0.299,99
Amir Garrett,0.297,119
Drew Storen,0.304,100
Lisalverto Bonilla,0.297,118
Cody Reed,0.302,121
Alex Powers,0.298,109
Evan Mitchell,0.297,108
Alejandro Chacin,0.298,108
Homer Bailey,0.312,123
Hernan Iribarren,0.295,112
Tanner Rainey,0.292,111
Ryan Hendrix,0.305,113
Kevin Quackenbush,0.291,115
Nefi Ogando,0.288,119
Austin Ross,0.297,128
Barrett Astin,0.299,126
Nick Travieso,0.303,131
Tim Adleman,0.286,129
Keury Mella,0.301,130
Carlos A. Gonzalez,0.299,131
Rookie Davis,0.307,135
Rob W00t3n,0.299,141
Vin Mazzaro,0.295,138
Ariel Hernandez,0.289,132
Asher Wojciechowski,0.302,142
Robert Stephenson,0.29,142
Bronson Arroyo,0.294,158
Geoff Broussard,0.304,156
Ismael Guillon,0.299,157
Jimmy Nelson,0.303,85
Zach Davies,0.295,91
Corey Knebel,0.297,67
Brandon Woodruff,0.299,94
Chase Anderson,0.29,98
Corbin Burnes,0.298,103
Brent Suter,0.298,100
Jhoulys Chacin,0.294,108
Aaron Wilkerson,0.299,108
Jacob Barnes,0.301,81
Jon Perrin,0.297,108
Jeremy Jeffress,0.297,83
Taylor Jungmann,0.298,110
Josh Hader,0.293,88
Michael Blazek,0.293,103
Yovani Gallardo,0.288,115
Oliver Drake,0.306,90
Junior Guerra,0.274,113
Jared Hughes,0.289,91
Tristan Archer,0.304,101
Tim Dillard,0.299,97
Hiram Burgos,0.297,114
Tyler Webb,0.301,100
Carlos Torres,0.289,99
Andrew Barbosa,0.3,108
Luis Ortiz,0.296,117
Nick Ramirez,0.295,101
Matt Garza,0.293,118
Mike Zagurski,0.304,91
Adrian Houser,0.303,117
Freddy Peralta,0.302,120
Bubba Derby,0.31,119
Rob Scahill,0.296,102
Michael Brady,0.3,117
Wei-Chung Wang,0.299,104
Taylor Williams,0.301,119
Aaron Brooks,0.311,124
Tom Wilhelmsen,0.284,110
Tyler Cravy,0.295,119
Erik Davis,0.304,110
Forrest Snow,0.294,128
Cody Ponce,0.303,131
Jorge Lopez,0.301,128
David Goforth,0.297,123
Andy Oliver,0.297,132
Josh Uhen,0.304,133
Travis Hissong,0.297,139
Wuilder Rodriguez,0.298,142
Angel Ventura,0.299,139
Marcos Diplan,0.303,143
Gerrit Cole,0.302,86
Jameson Taillon,0.307,86
Ivan Nova,0.297,95
Tyler Glasnow,0.304,96
Felipe Rivero,0.296,66
Steven Brault,0.3,105
Trevor Williams,0.301,106
Tanner Anderson,0.301,103
Mitch Keller,0.29,104
Nick Kingham,0.3,106
Wade LeBlanc,0.288,101
Chad Kuhl,0.296,110
George Kontos,0.282,87
A.J. Schugel,0.297,92
Jack Leathersich,0.302,91
Edgar Santana,0.301,98
Daniel Hudson,0.305,97
Dovydas Neverauskas,0.301,98
Joaquin Benoit,0.289,97
Brandon Waddell,0.299,116
Brandon Cumpton,0.304,112
Sean Keselica,0.302,105
Clay Holmes,0.299,118
Casey Sadler,0.299,119
Tate Scioneaux,0.296,110
Johnny Barbato,0.305,115
Montana DuRapau,0.299,115
Austin Coley,0.299,123
Alex McRae,0.305,124
Nik Turley,0.302,126
Dan Runzler,0.304,120
Antonio Bastardo,0.291,120
Luis Heredia,0.297,118
Dario Agrazal,0.301,128
Luis Escobar,0.299,128
Yeudy Garcia,0.3,127
Angel L. Sanchez,0.299,122
Josh Lindblom,0.302,132
Taylor Hearn,0.303,140
Tyler Eppler,0.299,135
Brett McKinney,0.301,149
Carlos Martinez,0.292,79
Lance Lynn,0.289,90
Michael Wacha,0.299,95
Luke Weaver,0.3,89
Jack Flaherty,0.301,96
Miles Mikolas,0.297,98
Adam Wainwright,0.298,97
Alex Reyes,0.297,91
Brett Cecil,0.302,77
Seung Hwan Oh,0.295,80
Juan Nicasio,0.301,94
Matthew Bowman,0.292,84
Luke Gregerson,0.284,79
Tyler Lyons,0.289,86
Trevor Rosenthal,0.33,79
Sam Tuivailala,0.298,80
Austin Gomber,0.296,111
Dakota Hudson,0.294,113
John Gant,0.299,110
Zach Duke,0.292,82
John Brebbia,0.293,92
Josh Lucas,0.296,91
Kevin Herget,0.297,103
Ryan Sherriff,0.3,94
Sean Gilmartin,0.298,112
Miguel Socolovich,0.294,94
Arturo Reyes,0.298,113
Ryan Helsley,0.296,117
Rowan Wick,0.3,96
Daniel Ponce de Leon,0.296,117
Derian Gonzalez,0.299,117
Jonathan Broxton,0.294,103
Mike Mayers,0.302,119
Landon Beck,0.302,117
Connor Jones,0.3,126
Trey Nielsen,0.301,137
Andrew Morales,0.3,139
Corey Baker,0.301,140
Josh Zeid,0.3,141
Pedro Echemendia,0.299,143
Tyler Bray,0.302,141
Zack Greinke,0.279,76
Robbie Ray,0.308,79
Zack Godley,0.3,88
Patrick Corbin,0.305,94
Taijuan Walker,0.29,96
Shelby Miller,0.29,99
Archie Bradley,0.295,73
Anthony Banda,0.3,101
Jared Miller,0.299,77
Jake Buchanan,0.308,106
Andrew Chafin,0.29,80
Randall Delgado,0.296,84
Michael Blazek,0.294,97
David Hernandez,0.303,81
Jorge de la Rosa,0.288,107
Rubby de la Rosa,0.296,111
Yuhei Nakaushiro,0.297,91
Ryan Atkinson,0.304,116
Matt Koch,0.301,112
Aaron Laffey,0.303,110
Fernando Salas,0.301,96
Joel Payamps,0.302,118
Yoshihisa Hirano,0.303,96
T.J. McFarland,0.306,104
Louis Coleman,0.302,100
Jake Barrett,0.295,101
Jimmie Sherfy,0.296,101
Taylor Clarke,0.3,121
Brad Boxberger,0.293,103
Joey Krehbiel,0.301,104
Silvino Bracho,0.299,104
Bud Jeter,0.308,104
Braden Shipley,0.301,122
Gabe Speier,0.306,114
J.J. Hoover,0.298,108
Tyler Pill,0.304,123
Albert Suarez,0.298,123
Neftali Feliz,0.287,110
Ivan Pineyro,0.305,123
J.R. Bradley,0.309,114
Kris Medlen,0.302,125
Brian Matusz,0.301,121
Keegan Long,0.298,115
Yoan Lopez,0.304,126
Alex Young,0.297,128
Frank Duncan,0.308,128
Antonio Bastardo,0.289,122
Daniel Gibson,0.299,122
Mason McCullough,0.304,121
Matt Stites,0.301,123
Anthony Vasquez,0.298,131
Miller Diaz,0.305,137
Josh Taylor,0.311,137
Jon Gray,0.31,81
German Marquez,0.302,90
Kyle Freeland,0.3,94
Antonio Senzatela,0.292,89
Tyler Chatwood,0.283,96
Jeff Hoffman,0.302,96
Tyler Anderson,0.298,89
Chris Rusin,0.296,78
Chad Bettis,0.306,100
Greg Holland,0.291,72
Ryan Castellani,0.306,107
Pat Neshek,0.283,69
Carlos Estevez,0.304,80
Jake McGee,0.299,76
Austin House,0.306,83
Sam Howard,0.308,109
Scott Oberg,0.304,84
James Farris,0.303,87
Mike Dunn,0.3,91
Adam Ottavino,0.306,93
Zac Rosscup,0.303,90
C.C. Lee,0.312,92
Chad Qualls,0.297,93
Shane Carle,0.31,117
Ryan Carpenter,0.307,121
Jairo Diaz,0.305,104
Rayan Gonzalez,0.312,103
Scott McGough,0.306,109
Nick Additon,0.299,124
Matt Pierpont,0.305,117
Shane Broyles,0.308,118
Barry Enright,0.317,131
Yency Almonte,0.303,134
Zach Jemiola,0.303,132
Huascar Brazoban,0.3,139
Harrison Musgrave,0.304,132
Jesus Tinoco,0.308,135
Will Lamb,0.303,137
Edison Frias,0.308,140
Johendi Jiminian,0.305,138
Troy Neiman,0.303,137
Thad Weber,0.304,146
Clayton Kershaw,0.27,59
Yu Darvish,0.29,78
Kenta Maeda,0.288,85
Alex Wood,0.288,87
Rich Hill,0.281,84
Kenley Jansen,0.286,55
Wilmer Font,0.299,95
Trevor Oaks,0.295,99
Walker Buehler,0.299,93
Hyun Jin Ryu,0.298,100
Josh Fields,0.297,78
Tony Watson,0.286,85
Yadier Alvarez,0.3,106
Justin Masterson,0.301,110
Julio Urias,0.289,94
Ross Stripling,0.292,104
Adam Liberatore,0.292,80
Luis Avilan,0.295,89
Pedro Baez,0.286,93
Edward Paredes,0.294,87
Joe Broussard,0.3,96
Brock Stewart,0.291,111
Jesen Therrien,0.295,98
Yaisel Sierra,0.302,99
Shea Spitzbarth,0.304,99
Jordan Jankowski,0.299,99
Madison Younginer,0.298,104
Andrew Sopko,0.301,118
Tommy Layne,0.292,96
David Hale,0.296,117
Brian Moran,0.305,99
Dylan Floro,0.297,109
Yimi Garcia,0.292,105
Tom Koehler,0.291,121
Jeremy Bleich,0.295,114
Dennis Santana,0.296,122
Josh Sborz,0.297,122
Tim Shibuya,0.296,122
Colt Hynes,0.299,114
Tony Cingrani,0.292,110
Juan Noriega,0.295,110
Pat Venditte,0.285,116
Steve Geltz,0.278,119
Fabio Castillo,0.299,126
Eddie Gamboa,0.284,131
Jair Jurrjens,0.299,139
Corey Copping,0.296,130
Daniel Corcino,0.292,148
Dinelson Lamet,0.295,95
Brad Hand,0.288,74
Bryan Mitchell,0.301,92
Luis Perdomo,0.31,108
Clayton Richard,0.311,109
Joey Lucchesi,0.297,106
Walker Lockett,0.299,107
Kirby Yates,0.302,86
Phil Maton,0.298,88
Michael Mariot,0.301,90
Buddy Baumann,0.296,93
Kazuhisa Makita,0.295,88
Jacob Nix,0.303,112
Jonathan Aro,0.301,97
Carter Capps,0.299,83
Cal Quantrill,0.301,114
Eric Lauer,0.3,115
Kyle McGrath,0.295,94
Craig Stammen,0.294,99
Jordan Lyles,0.303,113
Colin Rea,0.299,116
Brad Wieck,0.303,99
Colten Brewer,0.297,103
Eric Yardley,0.298,104
Cesar Vargas,0.301,110
Jose Torres,0.298,106
Robbie Erlin,0.298,120
Tyson Ross,0.305,121
T.J. Weir,0.296,113
Brett Kennedy,0.3,122
Trey Wingenter,0.3,110
Jarred Cosart,0.288,125
Jerry Keel,0.303,123
Adam Cimber,0.3,114
Andre Rienzo,0.301,125
Matt Strahm,0.301,125
Kyle Lloyd,0.304,126
Jose Castillo,0.3,120
Christian Friedrich,0.302,127
Bryan Rodriguez,0.299,127
Aroni Nina,0.303,128
Chris Huffman,0.299,128
Zach Lee,0.299,129
Miguel Diaz,0.297,131
Yimmi Brasoban,0.301,131
Dillon Overton,0.298,134
Jered Weaver,0.286,135
Chris R. Young,0.295,142
Robert Stock,0.303,140
Jake Esch,0.305,140
Tyrell Jenkins,0.295,146
Madison Bumgarner,0.283,83
Johnny Cueto,0.285,87
Jeff Samardzija,0.29,92
Mark Melancon,0.289,65
Hunter Strickland,0.288,79
Matt Gage,0.305,106
Andrew Suarez,0.303,107
D.J. Snelten,0.3,84
Derek Law,0.301,86
Will Smith,0.307,77
Ty Blach,0.293,111
Cory Gearrin,0.295,89
Chris Stratton,0.302,112
Sam Dyson,0.296,96
Tyler Beede,0.302,113
Kraig Sitton,0.297,100
Tyler Rogers,0.297,100
Tyler Herb,0.301,117
Tyler Cyr,0.305,100
Matt Reynolds,0.297,98
Cory Taylor,0.302,117
Julian Fernandez,0.297,102
Kyle Crick,0.294,102
Pierce Johnson,0.303,112
Albert Suarez,0.295,118
Chase Johnson,0.302,117
Steven Okert,0.301,106
Reyes Moronta,0.307,106
Rodolfo Martinez,0.299,107
Ryan Webb,0.297,109
Bryan Morris,0.299,114
Sam Coonrod,0.3,122
Roberto Gomez,0.303,121
Collin Balester,0.299,120
Carlos Alvarado,0.308,116
Casey Kelly,0.302,125
Joan Gregorio,0.301,126
Josh Osich,0.296,121
Jose Valdez,0.298,121
Sam Wolff,0.301,131
Ryan Halstead,0.303,125
Dusten Knight,0.302,124
Seth Rosin,0.299,136
Vic Black,0.295,154
Jordan Johnson,0.3,140
Matt Cain,0.302,139
Dan Slania,0.304,136
